product_code_identification,title,link,image_link,price,sale_price,brand,category,description,color,size,availability,gender,mpn
37938301042858,CONVERSE | CHUCK TAYLOR ALL STAR LO (10 / blanco),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-lo?variant=37938301042858,https://demo-feed.doofinder.com/images/fae150570c8ce6ddc4f787bf77b02c95.jpg,100.00,,CONVERSE,Shoes,"La zapatilla Converse Chuck Taylor All Star II Lo. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona premium y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",white,10,in stock,unisex,SHOCONWHI010
37938301010090,CONVERSE | CHUCK TAYLOR ALL STAR LO (9 / blanco),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-lo?variant=37938301010090,https://demo-feed.doofinder.com/images/fae150570c8ce6ddc4f787bf77b02c95.jpg,100.00,,CONVERSE,Shoes,"La zapatilla Converse Chuck Taylor All Star II Lo. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona premium y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",white,9,in stock,unisex,SHOCONWHI009
37938300977322,CONVERSE | CHUCK TAYLOR ALL STAR LO (8 / blanco),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-lo?variant=37938300977322,https://demo-feed.doofinder.com/images/fae150570c8ce6ddc4f787bf77b02c95.jpg,100.00,,CONVERSE,Shoes,"La zapatilla Converse Chuck Taylor All Star II Lo. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona premium y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",white,8,in stock,unisex,SHOCONWHI008
37938300944554,CONVERSE | CHUCK TAYLOR ALL STAR LO (7 / blanco),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-lo?variant=37938300944554,https://demo-feed.doofinder.com/images/fae150570c8ce6ddc4f787bf77b02c95.jpg,100.00,,CONVERSE,Shoes,"La zapatilla Converse Chuck Taylor All Star II Lo. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona premium y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",white,7,in stock,unisex,SHOCONWHI007
37938300911786,CONVERSE | CHUCK TAYLOR ALL STAR LO (6 / blanco),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-lo?variant=37938300911786,https://demo-feed.doofinder.com/images/fae150570c8ce6ddc4f787bf77b02c95.jpg,100.00,,CONVERSE,Shoes,"La zapatilla Converse Chuck Taylor All Star II Lo. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona premium y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",white,6,in stock,unisex,SHOCONWHI006
37938300879018,CONVERSE | CHUCK TAYLOR ALL STAR LO (5 / blanco),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-lo?variant=37938300879018,https://demo-feed.doofinder.com/images/fae150570c8ce6ddc4f787bf77b02c95.jpg,100.00,,CONVERSE,Shoes,"La zapatilla Converse Chuck Taylor All Star II Lo. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona premium y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",white,5,in stock,unisex,SHOCONWHI005
37938300846250,CONVERSE | CHUCK TAYLOR ALL STAR LO (4 / blanco),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-lo?variant=37938300846250,https://demo-feed.doofinder.com/images/fae150570c8ce6ddc4f787bf77b02c95.jpg,100.00,,CONVERSE,Shoes,"La zapatilla Converse Chuck Taylor All Star II Lo. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona premium y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",white,4,in stock,unisex,SHOCONWHI004
37938300813482,CONVERSE | CHUCK TAYLOR ALL STAR LO (3 / blanco),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-lo?variant=37938300813482,https://demo-feed.doofinder.com/images/fae150570c8ce6ddc4f787bf77b02c95.jpg,100.00,,CONVERSE,Shoes,"La zapatilla Converse Chuck Taylor All Star II Lo. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona premium y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",white,3,in stock,unisex,SHOCONWHI003
6170310672554,CONVERSE | CHUCK TAYLOR ALL STAR II HI,http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Presentamos la zapatilla Converse Chuck Taylor All Star II Hi. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora aún más mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona texturizada premium tipo shield y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",,,in stock,unisex,SHOCONXXXXXX
37938301960362,CONVERSE | CHUCK TAYLOR ALL STAR II HI (13 / negro),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301960362,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Presentamos la zapatilla Converse Chuck Taylor All Star II Hi. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora aún más mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona texturizada premium tipo shield y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",black,13,in stock,unisex,SHOCONBLA013
37938301927594,CONVERSE | CHUCK TAYLOR ALL STAR II HI (11 / negro),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301927594,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Presentamos la zapatilla Converse Chuck Taylor All Star II Hi. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora aún más mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona texturizada premium tipo shield y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",black,11,in stock,unisex,SHOCONBLA011
37938301894826,CONVERSE | CHUCK TAYLOR ALL STAR II HI (9 / negro),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301894826,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Presentamos la zapatilla Converse Chuck Taylor All Star II Hi. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora aún más mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona texturizada premium tipo shield y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",black,9,in stock,unisex,SHOCONBLA009
37938301862058,CONVERSE | CHUCK TAYLOR ALL STAR II HI (7 / negro),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301862058,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Presentamos la zapatilla Converse Chuck Taylor All Star II Hi. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora aún más mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona texturizada premium tipo shield y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",black,7,in stock,unisex,SHOCONBLA007
37938301829290,CONVERSE | CHUCK TAYLOR ALL STAR II HI (6 / negro),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301829290,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Presentamos la zapatilla Converse Chuck Taylor All Star II Hi. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora aún más mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona texturizada premium tipo shield y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",black,6,in stock,unisex,SHOCONBLA006
37938301796522,CONVERSE | CHUCK TAYLOR ALL STAR II HI (5 / negro),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301796522,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Presentamos la zapatilla Converse Chuck Taylor All Star II Hi. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora aún más mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona texturizada premium tipo shield y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",black,5,in stock,unisex,SHOCONBLA005
37938301763754,CONVERSE | CHUCK TAYLOR ALL STAR II HI (4 / negro),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301763754,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Presentamos la zapatilla Converse Chuck Taylor All Star II Hi. Conserva la silueta revolucionaria en la que todos confiamos, pero ahora aún más mejorada. Sus nuevas características incluyen una plantilla Lunarlon que añade amortiguación y soporte para el arco del pie. El forro de microgamuza, la construcción en lona texturizada premium tipo shield y la lengüeta acolchada y antideslizante ofrecen una comodidad y durabilidad superiores. Los ojales moldeados aportan un toque premium. La chapa estampada y serigrafiada, junto con el parche bordado en forma de estrella en el tobillo, añaden una profundidad y una dimensión llamativas a estos detalles clásicos y reconocibles.",black,4,in stock,unisex,SHOCONBLA004
6170309525674,"ASICS TIGER | GEL-LYTE V ""30 AÑOS DE GEL"" PACK",http://doofinder-demo.myshopify.com/products/asics-tiger-gel-lyte-v-30-years-of-gel-pack,https://demo-feed.doofinder.com/images/343bfbfc1a10a39a528a3d34367669c2.jpg,300.00,,ASICS TIGER,Shoes,"El icónico ASICS Tiger GEL-Lyte III se lanzó originalmente en 1990. Con más de dos décadas de herencia en rendimiento, ofrece un diseño detallado y una lengüeta partida acolchada que elimina su movimiento, todo ello sobre una silueta estilizada. No es de extrañar que la Gel-Lyte III se haya convertido en una opción cada vez más popular entre los amantes de las zapatillas de todo el mundo.",,,in stock,unisex,SHOASIXXXXXX
37938294358186,"ASICS TIGER | GEL-LYTE V ""30 AÑOS DE GEL"" PACK (14 / negro)",http://doofinder-demo.myshopify.com/products/asics-tiger-gel-lyte-v-30-years-of-gel-pack?variant=37938294358186,https://demo-feed.doofinder.com/images/343bfbfc1a10a39a528a3d34367669c2.jpg,300.00,,ASICS TIGER,Shoes,"El icónico ASICS Tiger GEL-Lyte III se lanzó originalmente en 1990. Con más de dos décadas de herencia en rendimiento, ofrece un diseño detallado y una lengüeta partida acolchada que elimina su movimiento, todo ello sobre una silueta estilizada. No es de extrañar que la Gel-Lyte III se haya convertido en una opción cada vez más popular entre los amantes de las zapatillas de todo el mundo.",black,14,in stock,unisex,SHOASIBLA014
37938294325418,"ASICS TIGER | GEL-LYTE V ""30 AÑOS DE GEL"" PACK (8 / negro)",http://doofinder-demo.myshopify.com/products/asics-tiger-gel-lyte-v-30-years-of-gel-pack?variant=37938294325418,https://demo-feed.doofinder.com/images/343bfbfc1a10a39a528a3d34367669c2.jpg,300.00,,ASICS TIGER,Shoes,"El icónico ASICS Tiger GEL-Lyte III se lanzó originalmente en 1990. Con más de dos décadas de herencia en rendimiento, ofrece un diseño detallado y una lengüeta partida acolchada que elimina su movimiento, todo ello sobre una silueta estilizada. No es de extrañar que la Gel-Lyte III se haya convertido en una opción cada vez más popular entre los amantes de las zapatillas de todo el mundo.",black,8,in stock,unisex,SHOASIBLA008
37938294292650,"ASICS TIGER | GEL-LYTE V ""30 AÑOS DE GEL"" PACK (4 / negro)",http://doofinder-demo.myshopify.com/products/asics-tiger-gel-lyte-v-30-years-of-gel-pack?variant=37938294292650,https://demo-feed.doofinder.com/images/343bfbfc1a10a39a528a3d34367669c2.jpg,300.00,,ASICS TIGER,Shoes,"El icónico ASICS Tiger GEL-Lyte III se lanzó originalmente en 1990. Con más de dos décadas de herencia en rendimiento, ofrece un diseño detallado y una lengüeta partida acolchada que elimina su movimiento, todo ello sobre una silueta estilizada. No es de extrañar que la Gel-Lyte III se haya convertido en una opción cada vez más popular entre los amantes de las zapatillas de todo el mundo.",black,4,in stock,unisex,SHOASIBLA004
6170309755050,ADIDAS | SUPERSTAR 80S,http://doofinder-demo.myshopify.com/products/adidas-superstar-80s,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"Hay una puntera de concha para cada temporada, y las adidas Originals Superstar 80s cuentan con un empeine de piel de grano completo y una chapa brillante en la lengüeta que las hacen perfectas para cualquier época del año.",,,in stock,man,SHOADIXXXXXX
37938295767210,ADIDAS | SUPERSTAR 80S (12 / blanco),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295767210,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"Hay una puntera de concha para cada temporada, y las adidas Originals Superstar 80s cuentan con un empeine de piel de grano completo y una chapa brillante en la lengüeta que las hacen perfectas para cualquier época del año.",white,12,in stock,man,SHOADIWHI012
37938295734442,ADIDAS | SUPERSTAR 80S (11 / blanco),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295734442,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"Hay una puntera de concha para cada temporada, y las adidas Originals Superstar 80s cuentan con un empeine de piel de grano completo y una chapa brillante en la lengüeta que las hacen perfectas para cualquier época del año.",white,11,in stock,man,SHOADIWHI011
37938295701674,ADIDAS | SUPERSTAR 80S (10 / blanco),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295701674,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"Hay una puntera de concha para cada temporada, y las adidas Originals Superstar 80s cuentan con un empeine de piel de grano completo y una chapa brillante en la lengüeta que las hacen perfectas para cualquier época del año.",white,10,in stock,man,SHOADIWHI010
37938295668906,ADIDAS | SUPERSTAR 80S (9 / blanco),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295668906,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"Hay una puntera de concha para cada temporada, y las adidas Originals Superstar 80s cuentan con un empeine de piel de grano completo y una chapa brillante en la lengüeta que las hacen perfectas para cualquier época del año.",white,9,in stock,man,SHOADIWHI009
37938295636138,ADIDAS | SUPERSTAR 80S (7 / blanco),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295636138,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"Hay una puntera de concha para cada temporada, y las adidas Originals Superstar 80s cuentan con un empeine de piel de grano completo y una chapa brillante en la lengüeta que las hacen perfectas para cualquier época del año.",white,7,in stock,man,SHOADIWHI007
37938295603370,ADIDAS | SUPERSTAR 80S (6 / blanco),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295603370,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"Hay una puntera de concha para cada temporada, y las adidas Originals Superstar 80s cuentan con un empeine de piel de grano completo y una chapa brillante en la lengüeta que las hacen perfectas para cualquier época del año.",white,6,in stock,man,SHOADIWHI006
37938295570602,ADIDAS | SUPERSTAR 80S (5 / blanco),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295570602,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"Hay una puntera de concha para cada temporada, y las adidas Originals Superstar 80s cuentan con un empeine de piel de grano completo y una chapa brillante en la lengüeta que las hacen perfectas para cualquier época del año.",white,5,in stock,man,SHOADIWHI005
