6170310672554,CONVERSE | CHUCK TAYLOR ALL STAR II HI,http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,77.19,CONVERSE,Shoes,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",,,in stock,unisex,SHOCONXXXXXX
37938301960362,CONVERSE | CHUCK TAYLOR ALL STAR II HI (13 / black),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301960362,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",black,13,out of stock,unisex,SHOCONBLA013
37938301927594,CONVERSE | CHUCK TAYLOR ALL STAR II HI (11 / black),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301927594,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",black,11,out of stock,unisex,SHOCONBLA011
37938301894826,CONVERSE | CHUCK TAYLOR ALL STAR II HI (9 / black),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301894826,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",black,9,out of stock,unisex,SHOCONBLA009
37938301862058,CONVERSE | CHUCK TAYLOR ALL STAR II HI (7 / black),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301862058,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",black,7,in stock,unisex,SHOCONBLA007
37938301829290,CONVERSE | CHUCK TAYLOR ALL STAR II HI (6 / black),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301829290,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",black,6,in stock,unisex,SHOCONBLA006
37938301796522,CONVERSE | CHUCK TAYLOR ALL STAR II HI (5 / black),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301796522,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,132.30,CONVERSE,Shoes,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",black,5,in stock,unisex,SHOCONBLA005
37938301763754,CONVERSE | CHUCK TAYLOR ALL STAR II HI (4 / black),http://doofinder-demo.myshopify.com/products/converse-chuck-taylor-all-star-ii-hi?variant=37938301763754,https://demo-feed.doofinder.com/images/23550440c4ccab05e4fc1ebd85e742cc.jpg,140.00,,CONVERSE,Shoes,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",black,4,in stock,unisex,SHOCONBLA004
6170309525674,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,http://doofinder-demo.myshopify.com/products/asics-tiger-gel-lyte-v-30-years-of-gel-pack,https://demo-feed.doofinder.com/images/343bfbfc1a10a39a528a3d34367669c2.jpg,300.00,,ASICS TIGER,Shoes,"The iconic ASICS Tiger GEL-Lyte III was originally released in 1990. Having over two decades of performance heritage, it offers fine design detailing and a padded split tongue to eliminate tongue movement, built on a sleek silhouette. It comes as no surprise the Gel-Lyte III is a fast growing popular choice for sneaker enthusiasts all over the world.",,,in stock,unisex,SHOASIXXXXXX
37938294358186,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK (14 / black),http://doofinder-demo.myshopify.com/products/asics-tiger-gel-lyte-v-30-years-of-gel-pack?variant=37938294358186,https://demo-feed.doofinder.com/images/343bfbfc1a10a39a528a3d34367669c2.jpg,300.00,,ASICS TIGER,Shoes,"The iconic ASICS Tiger GEL-Lyte III was originally released in 1990. Having over two decades of performance heritage, it offers fine design detailing and a padded split tongue to eliminate tongue movement, built on a sleek silhouette. It comes as no surprise the Gel-Lyte III is a fast growing popular choice for sneaker enthusiasts all over the world.",black,14,in stock,unisex,SHOASIBLA014
37938294325418,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK (8 / black),http://doofinder-demo.myshopify.com/products/asics-tiger-gel-lyte-v-30-years-of-gel-pack?variant=37938294325418,https://demo-feed.doofinder.com/images/343bfbfc1a10a39a528a3d34367669c2.jpg,300.00,,ASICS TIGER,Shoes,"The iconic ASICS Tiger GEL-Lyte III was originally released in 1990. Having over two decades of performance heritage, it offers fine design detailing and a padded split tongue to eliminate tongue movement, built on a sleek silhouette. It comes as no surprise the Gel-Lyte III is a fast growing popular choice for sneaker enthusiasts all over the world.",black,8,in stock,unisex,SHOASIBLA008
37938294292650,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK (4 / black),http://doofinder-demo.myshopify.com/products/asics-tiger-gel-lyte-v-30-years-of-gel-pack?variant=37938294292650,https://demo-feed.doofinder.com/images/343bfbfc1a10a39a528a3d34367669c2.jpg,600.00,489.96,ASICS TIGER,Shoes,"The iconic ASICS Tiger GEL-Lyte III was originally released in 1990. Having over two decades of performance heritage, it offers fine design detailing and a padded split tongue to eliminate tongue movement, built on a sleek silhouette. It comes as no surprise the Gel-Lyte III is a fast growing popular choice for sneaker enthusiasts all over the world.",black,4,in stock,unisex,SHOASIBLA004
6170309755050,ADIDAS | SUPERSTAR 80S,http://doofinder-demo.myshopify.com/products/adidas-superstar-80s,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",,,in stock,man,SHOADIXXXXXX
37938295767210,ADIDAS | SUPERSTAR 80S (12 / white),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295767210,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,180.00,,ADIDAS,Shoes,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",white,12,out of stock,man,SHOADIWHI012
37938295734442,ADIDAS | SUPERSTAR 80S (11 / white),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295734442,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,180.00,,ADIDAS,Shoes,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",white,11,in stock,man,SHOADIWHI011
37938295701674,ADIDAS | SUPERSTAR 80S (10 / white),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295701674,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",white,10,in stock,man,SHOADIWHI010
37938295668906,ADIDAS | SUPERSTAR 80S (9 / white),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295668906,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,8.12,ADIDAS,Shoes,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",white,9,out of stock,man,SHOADIWHI009
37938295636138,ADIDAS | SUPERSTAR 80S (7 / white),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295636138,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",white,7,in stock,man,SHOADIWHI007
37938295603370,ADIDAS | SUPERSTAR 80S (6 / white),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295603370,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",white,6,in stock,man,SHOADIWHI006
37938295570602,ADIDAS | SUPERSTAR 80S (5 / white),http://doofinder-demo.myshopify.com/products/adidas-superstar-80s?variant=37938295570602,https://demo-feed.doofinder.com/images/44694ee386818f3276566210464cf341.jpg,9.99,,ADIDAS,Shoes,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",white,5,out of stock,man,SHOADIWHI005
6170310836394,ADIDAS | KID'S STAN SMITH,http://doofinder-demo.myshopify.com/products/adidas-kids-stan-smith,https://demo-feed.doofinder.com/images/7883dc186e15bf29dad696e1e989e914.jpg,9.99,,ADIDAS,Shoes,"The Stan Smith owned the tennis court in the '70s. Today it runs the streets with the same clean, classic style. These kids' shoes preserve the iconic look of the original, made in leather with punched 3-Stripes, heel and tongue logos and lightweight step-in cushioning.",,,in stock,kids,SHOADIXXXXXX
37938302681258,ADIDAS | KID'S STAN SMITH (2 / white),http://doofinder-demo.myshopify.com/products/adidas-kids-stan-smith?variant=37938302681258,https://demo-feed.doofinder.com/images/7883dc186e15bf29dad696e1e989e914.jpg,9.99,,ADIDAS,Shoes,"The Stan Smith owned the tennis court in the '70s. Today it runs the streets with the same clean, classic style. These kids' shoes preserve the iconic look of the original, made in leather with punched 3-Stripes, heel and tongue logos and lightweight step-in cushioning.",white,2,in stock,kids,SHOADIWHI002
37938302648490,ADIDAS | KID'S STAN SMITH (1 / white),http://doofinder-demo.myshopify.com/products/adidas-kids-stan-smith?variant=37938302648490,https://demo-feed.doofinder.com/images/7883dc186e15bf29dad696e1e989e914.jpg,9.99,,ADIDAS,Shoes,"The Stan Smith owned the tennis court in the '70s. Today it runs the streets with the same clean, classic style. These kids' shoes preserve the iconic look of the original, made in leather with punched 3-Stripes, heel and tongue logos and lightweight step-in cushioning.",white,1,in stock,kids,SHOADIWHI001
6170311196842,ADIDAS | CLASSIC BACKPACK | LEGEND INK MULTICOLOUR,http://doofinder-demo.myshopify.com/products/adidas-classic-backpack-legend-ink-multicolour,https://demo-feed.doofinder.com/images/8072c8b5718306d4be25aac21836ce16.jpg,9.99,,ADIDAS,Accessories,"The adidas BP Classic Cap features a pre-curved brim to keep your face shaded, while a hook-and-loop adjustable closure provides a comfortable fit. With a 3-Stripes design and reflective accents. The perfect piece to top off any outfit.",,,out of stock,man,ACCADIXXXXXX
37938304712874,ADIDAS | CLASSIC BACKPACK | LEGEND INK MULTICOLOUR (OS / blue),http://doofinder-demo.myshopify.com/products/adidas-classic-backpack-legend-ink-multicolour?variant=37938304712874,https://demo-feed.doofinder.com/images/8072c8b5718306d4be25aac21836ce16.jpg,9.99,,ADIDAS,Accessories,"The adidas BP Classic Cap features a pre-curved brim to keep your face shaded, while a hook-and-loop adjustable closure provides a comfortable fit. With a 3-Stripes design and reflective accents. The perfect piece to top off any outfit.",blue,OS,in stock,man,ACCADIBLUXXX
6170311098538,ADIDAS | CLASSIC BACKPACK,http://doofinder-demo.myshopify.com/products/adidas-classic-backpack,https://demo-feed.doofinder.com/images/85cc58608bf138a50036bcfe86a3a362.jpg,9.99,7.25,ADIDAS,Accessories,"This women's backpack has a glam look, thanks to a faux-leather build with an allover fur print. The front zip pocket keeps small things within reach, while an interior divider reins in potential chaos.",,,in stock,man,ACCADIXXXXXX
37938304286890,ADIDAS | CLASSIC BACKPACK (OS / black),http://doofinder-demo.myshopify.com/products/adidas-classic-backpack?variant=37938304286890,https://demo-feed.doofinder.com/images/85cc58608bf138a50036bcfe86a3a362.jpg,9.99,,ADIDAS,Accessories,"This women's backpack has a glam look, thanks to a faux-leather build with an allover fur print. The front zip pocket keeps small things within reach, while an interior divider reins in potential chaos.",black,OS,in stock,man,ACCADIBLAXXX
6170311000234,FLEX FIT | MINI OTTOMAN BLACK,http://doofinder-demo.myshopify.com/products/flex-fit-mini-ottoman-black,https://demo-feed.doofinder.com/images/6170fd62b8ebee856d0cbdeac874abfd.jpg,29.99,,FLEX FIT,Accessories,Flexfit Mini Ottoman Cap,,,in stock,unisex,ACCFLEXXXXXX
37938303303850,FLEX FIT | MINI OTTOMAN BLACK (xl / black),http://doofinder-demo.myshopify.com/products/flex-fit-mini-ottoman-black?variant=37938303303850,https://demo-feed.doofinder.com/images/6170fd62b8ebee856d0cbdeac874abfd.jpg,29.99,,FLEX FIT,Accessories,Flexfit Mini Ottoman Cap,black,xl,in stock,unisex,ACCFLEBLAXXX
37938303271082,FLEX FIT | MINI OTTOMAN BLACK (l / black),http://doofinder-demo.myshopify.com/products/flex-fit-mini-ottoman-black?variant=37938303271082,https://demo-feed.doofinder.com/images/6170fd62b8ebee856d0cbdeac874abfd.jpg,29.99,,FLEX FIT,Accessories,Flexfit Mini Ottoman Cap,black,l,in stock,unisex,ACCFLEBLAXXX
37938303238314,FLEX FIT | MINI OTTOMAN BLACK (m / black),http://doofinder-demo.myshopify.com/products/flex-fit-mini-ottoman-black?variant=37938303238314,https://demo-feed.doofinder.com/images/6170fd62b8ebee856d0cbdeac874abfd.jpg,29.99,,FLEX FIT,Accessories,Flexfit Mini Ottoman Cap,black,m,in stock,unisex,ACCFLEBLAXXX
